order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD219474,ID0246439403,2019-06-23,Nickolson,"[('Toshika 750', 1), ('Olivia x460', 1)]",5545,77.98,-37.8101655,144.97185100000004,0,5622.98,Winter,True,0.9599,great! would be even better if i had a ... great ! would be even better if i had a manual !,True
ORD111409,ID1390575046,2019-04-27,Thompson,"[('Candle Inferno', 2), ('iStream', 1), ('pearTV', 2)]",13630,102.67,-37.8618349,144.90571599999996,5,13051.17,Autumn,True,6.57,review excellent product,True
ORD323001,ID0571460093,2019-03-17,Thompson,"[('Toshika 750', 1), ('iStream', 2), ('pearTV', 1)]",10930,78.09,-37.8102905,144.9394264,15,9368.59,Autumn,True,0.7226,"quality so far, so impressive!",True
ORD427088,ID0581708074,2019-07-04,Thompson,"[('Thunder line', 1), ('Toshika 750', 2)]",10820,85.4,-37.8053575,144.92714909999995,10,9823.4,Winter,True,1.9319,best pocket-sized phone ever i love how it fits in my pockets and it takes better pictures than my old alcon.,True
ORD439792,ID6195295693,2019-04-13,Bakers,"[('Toshika 750', 2), ('pearTV', 1), ('iStream', 2), ('Thunder line', 2)]",19610,42.935,-37.824472,145.0102213,5,18672.435,Autumn,True,2.0818,won't work with all networks!!! even dough it is a quad-band phone...it won't work with some networks.after i bought it and try to use it in canada...all networks operate on 1700mhz (wind and mobilicity) did not work! very user friendly.....if it works. ps: digico.com were great with shipping.,True
ORD317686,ID0708718060,2019-07-01,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('iStream', 2)]",11710,79.13,-37.8075988,144.9567996,25,8861.63,Winter,True,1.0254,"nice cheap phone good phone for the price, super cheap but great for a kids phone. digico sent me the wrong color, i received the red one but it was a gift so i didn’t have time to exchange.",True
ORD493110,ID0582560122,2019-12-08,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 2)]",13400,73.92,-37.8221722,144.9784874,0,13473.92,Summer,False,0.8809,olivia products... i am a very proud owner of olivia products over the past several years ... they are very well made and very simple to use...,True
ORD261274,ID0248746937,2019-08-01,Bakers,"[('Olivia x460', 1), ('iAssist Line', 2), ('Candle Inferno', 1)]",6105,66.57,-37.825097,144.9928374,15,5255.82,Winter,True,1.6941,defective battery the phone stopped working last week. i did a factory reset and still have issues with the battery draining in minutes.,False
ORD291013,ID0591432775,2019-05-04,Nickolson,"[('pearTV', 2), ('Universe Note', 1)]",16070,65.08,-37.8195302,144.9637571,25,12117.58,Autumn,False,0.52,"my husband is a truck driver and being on the road away from home, he likes to have shows and movies to watch. this has so much space for him to download things to watch.",True
ORD174042,ID2347234664,2019-07-12,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",12435,78.6,-37.822358,144.982749,10,11270.1,Winter,True,1.2338,great phone thanks,True
ORD125248,ID0250933582,2019-11-16,Bakers,"[('Toshika 750', 2), ('Olivia x460', 1), ('Universe Note', 2)]",16765,83.52,-37.8226149,145.0072291,0,16848.52,Spring,False,1.7568,"i love my pixel great replacement phone. battery is pretty bad, but i expected this.",True
ORD388147,ID6167247292,2019-03-29,Nickolson,"[('Universe Note', 2), ('iAssist Line', 1)]",9125,78.49,-37.8189646,144.96185480000003,0,9203.49,Autumn,True,0.678,tablet is great and easy to use thankfully because its my 1st tablet,True
ORD173515,ID0577521817,2019-02-01,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Universe Note', 1)]",12260,91.12,-37.8235408,144.9714298,0,12351.12,Summer,True,0.5748,fingerprint i love it,True
ORD162104,ID0257505387,2019-03-08,Thompson,"[('Alcon 10', 1), ('iStream', 2), ('iAssist Line', 2)]",13700,68.92,-37.7992886,144.96295690000005,5,13083.92,Autumn,True,2.0427,"it keeps dropping calls the wifi don't work this is a waste of money this phone is worthless, it keeps dropping calls the wifi don't work this is a waste of money",False
ORD082566,ID1463620907,2019-05-12,Bakers,"[('pearTV', 1), ('Toshika 750', 2)]",14950,81.08,-37.816794,145.00747009999995,10,13536.08,Autumn,True,1.3156,best way to shop!!!! best way to buy a new phone. saved $200 buying on digico vs. sprint store. loving my new phone and all its features!,True
ORD312331,ID4754200406,2019-07-17,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Universe Note', 2)]",25230,69.21,-37.8167083,144.9273935,25,18991.71,Winter,False,1.7876,arrived fast and in great condition the item is in great condition. no scratches and it work really well.,True
ORD264325,ID0441587008,2019-08-03,Thompson,"[('iStream', 1), ('Candle Inferno', 2)]",1010,50.85,-37.81369229999999,144.9387978,0,1060.85,Winter,False,0.7362,"dual screwups this review is for screwups either from olivia or digico. i ordered the us version twice and both times i received the international dial sim version with on the box stickers saying that it was us variant. having a dual sim is nice , but no cdma would not work for me",False
ORD440007,ID0767667826,2019-08-24,Nickolson,"[('pearTV', 1), ('Candle Inferno', 2), ('iAssist Line', 1), ('iStream', 2)]",9695,63.66,-37.80739570000001,144.9709222,5,9273.91,Winter,True,1.2525,two stars the phone stopped itself all the timr,False
ORD266698,ID0054552188,2019-02-05,Nickolson,"[('iAssist Line', 2), ('Thunder line', 2), ('Toshika 750', 1), ('iStream', 1)]",13280,79.48,-37.8200225,144.98509840000003,25,10039.48,Summer,False,1.3764,"five stars this phone is excellent. been using it for a few months, and i love it.",True
ORD119508,ID6167236693,2019-07-31,Nickolson,"[('iStream', 1), ('Thunder line', 2)]",4510,77.09,-37.8123737,144.9623874,5,4361.59,Winter,True,0.9362,works with verizon it worked! like new condition.,True
ORD213726,ID0055931048,2019-02-22,Thompson,"[('Universe Note', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",12490,36.19,-37.8157678,144.9498885,15,10652.69,Summer,True,0.4244,"be careful with refurbished phones. i have only had this phone for 60 days and i am having problems with the camera. my photos appear foggy around the edges. also, it seems like the glass is lifting. disappointing since i bought an alcon x and hated it and came back to olivia which has long been my favorite.",False
ORD420378,ID3094966838,2019-01-02,Thompson,"[('Universe Note', 2), ('Thunder line', 2)]",11260,62.65,-37.8024388,144.9482868,10,10196.65,Summer,False,1.1443,"received a flip phone, wtf i did not receive a pixel 3 xl, instead i received some lg flip phone from approximately 1999. this is a complete waste of time.",False
ORD258042,ID0741702228,2019-03-15,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('Toshika 750', 2)]",16685,61.65,-37.8167966,144.9699858,15,14243.9,Autumn,False,0.2038,great product for decent price everything worked perfectly. no scratches or damage. successfully activated on verizon.,True
ORD483646,ID1449431579,2019-03-19,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",2880,71.565,-37.81605020000001,144.97231509999995,25,2231.565,Autumn,False,0.3733,not worth it. phone kept sticking in reboot loop. factory reset several times. only had this phone 2 months. needs a new motherboard which costs more than i paid for the phone.,False
ORD007518,ID2346846623,2019-10-01,Bakers,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,79.4,-37.8094081,144.981048,15,11358.9,Spring,False,1.2491,great phone. this is a terrific phone at a great price. the sound is extremely clear and audible. it is sturdy and easy to use. digico's price on this phone was unbelievably low compared to other prices found elsewhere. great purchase.,True
ORD349875,ID5002594982,2019-01-08,Thompson,"[('pearTV', 2), ('Alcon 10', 1), ('Universe Note', 2), ('Toshika 750', 1)]",32790,53.57,-37.8120929,144.95131469999995,0,32843.57,Summer,False,0.3789,tablet had trouble from the begging it kept restarting and rebooting i had to return it.,False
ORD485043,ID2181268830,2019-04-26,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",24680,67.68,-37.808888,144.9663962,10,22279.68,Autumn,False,1.1156,think this will be a great product for my parents it is a christmas gift.,True
ORD444032,ID0634777173,2019-05-11,Thompson,"[('Olivia x460', 1), ('Lucent 330S', 1), ('pearTV', 1), ('iAssist Line', 2)]",13215,118.725,-37.8145973,144.9384187,10,12012.225,Autumn,True,0.7903,five stars great phone was sent fast and as advertised,True
ORD467523,ID0387153042,2019-02-15,Thompson,"[('Thunder line', 2), ('Universe Note', 1)]",7810,83.6,-37.80157379999999,144.9483325,15,6722.1,Summer,True,1.2405,junk a piece of junk!!!,False
ORD407976,ID1449431511,2019-02-18,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2)]",11220,55.91,-37.8160839,144.9724101,5,10714.91,Summer,False,0.376,bad phone had scratch on screen,False
ORD413235,ID0291483921,2019-08-10,Thompson,"[('iStream', 2), ('Alcon 10', 1), ('Thunder line', 1), ('Universe Note', 1)]",14880,74.26,-37.8155278,144.951093,5,14210.26,Winter,True,0.4756,"it's grand. it's grand. solid phone, works well, looks good, holds a good charge. but i don't do a whole lot with my phone, so what do i know.",True
ORD275897,ID1681675858,2019-02-13,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",24305,95.18,-37.810523,144.97605380000005,15,20754.43,Summer,True,1.0651,"cheap is not necessarily a bad thing! i was able to jailbreak this and install whatsapp in the us. with an sd card, it's really all i need. best simplistic phone made to date. finally!",True
ORD195148,ID0709976861,2019-10-14,Thompson,"[('Universe Note', 1), ('iAssist Line', 2), ('Alcon 10', 2)]",25800,103.78,-37.8143828,144.9354512,0,25903.78,Spring,True,1.0393,i had problems with my white page and was in the process of buying ad new candle i found this was a better unit for my use than tine white-page.,True
ORD055809,ID0709978155,2019-07-10,Thompson,"[('Thunder line', 2), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",10130,63.77,-37.8149995,144.93609030000005,15,8674.27,Winter,True,0.9996,disappointed! no headphones. i'm so disappointed. box came open and scratched. phone looks like it's been used. there is nothing in the box except phone and charger. where is the headphones and cable? never again!,False
ORD104000,ID0253027667,2019-12-04,Thompson,"[('iAssist Line', 1), ('Universe Note', 2)]",9125,88.92,-37.8152963,144.9412116,25,6932.67,Summer,True,0.5921,great!!! great!!!,True
ORD300668,ID4326586207,2019-02-26,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('iStream', 1), ('Candle Inferno', 2)]",9780,93.03,-37.81418529999999,144.9632217,25,7428.03,Summer,True,0.7421,great phone at affordable price very good phone. the only problem is that most apps are not made to work with windows. a way to force people to use android and pear products which are not better than this windows phone.,True
ORD326679,ID0163654180,2019-06-18,Nickolson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Universe Note', 1)]",28120,34.335,-37.8271104,144.98367050000004,0,28154.335,Winter,False,1.562,well worth the money this is the excellent phone for the amount of money after pay the only thing i won't do is change your tv channel. it's a good service excellent signal and picks up good phone,True
ORD137616,ID1132069631,2019-04-08,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,78.33,-37.8148908,144.9448679,0,2968.33,Autumn,True,0.3137,"it is good you get what you paid for an more. it's not bad at all. the phone is actually very good quality and so far, have not gotten any problems with it. a little of lagg but it is a very great day to day phone.",True
ORD472934,ID5797734220,2019-01-03,Thompson,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,81.99,-37.8034982,144.9486654,10,12213.99,Summer,True,1.0309,i was so disappointed with this product not at all. i was so disappointed with this product.,False
ORD008664,ID3112130620,2019-02-14,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 1), ('Candle Inferno', 1), ('Thunder line', 1)]",7285,78.17,-37.8242646,144.963127,0,7363.17,Summer,True,0.847,"one star it,s not good",False
ORD452478,ID0588197314,2019-06-06,Nickolson,"[('Universe Note', 1), ('iAssist Line', 2), ('iStream', 2)]",8200,78.58,-37.8120786,144.97393369999998,15,7048.58,Winter,True,0.8214,quality at used prices the only issues with the phone are battery life (has gotten better with updates) and the gold has peeled on the home button. for the money a great deal.,True
ORD487045,ID4353937733,2019-12-17,Bakers,"[('Olivia x460', 2), ('iAssist Line', 1), ('Candle Inferno', 2)]",5535,85.79,-37.82520020000001,145.0110664,25,4237.04,Summer,False,2.1916,purchase this tablet during the christmas holidays on sale. got as a gift for my job's christmas gift party. the person who got it was very happy with it. i am familiar with the tablet because i bought one for my wife when they first came out for her to use to read her books.,True
ORD092583,ID0224750259,2019-01-20,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330,99.83,-37.80376210000001,144.9798642,5,7063.33,Summer,True,1.5193,"great value for good phone finally, i never thought i would use the fingerprint access, but it is so easy with good placement and is super convenient. for under $200 i couldnt be more excited and happy with this phone.",True
ORD327044,ID3208518262,2019-05-03,Nickolson,"[('Universe Note', 1), ('Olivia x460', 1), ('Alcon 10', 1), ('Thunder line', 2)]",17985,57.26,-37.8007247,144.972465,0,18042.26,Autumn,False,2.0057,"if you want a phone free of bloatware this is not the one the whole reason i got an unlockphone is to avoid the carriers bloatware. this one is toshika bloatware (i cant even uninstall spotify). the phone is great and the camera too, but being force to have installed apps that i do not want is a big disappointment",False
ORD478410,ID5290706355,2019-09-24,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",20940,80.87,-37.80813320000001,144.97617409999995,5,19973.87,Spring,False,1.3021,great phone love this phone. so fast takes great pictures. does everything i would need.,True
ORD454226,ID0579402276,2019-02-05,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2), ('Alcon 10', 1), ('Toshika 750', 1)]",16150,70.49,-37.8184632,144.9746122,0,16220.49,Summer,False,0.4453,best phone for price does everything a phone of twice the value. everyone wants to know what it is.easy to use. no contract< unlocked. card inside gives extra storage. don't have to use cloud.,True
ORD133290,ID0443302590,2019-07-10,Bakers,"[('Toshika 750', 1), ('iStream', 2), ('Alcon 10', 2)]",22520,65.89,-37.813257,145.0048305,0,22585.89,Winter,False,0.9189,long battery life does take a clean picture in the night but other than that work profect,True
ORD281674,ID0581764827,2019-11-12,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",21580,91.96,-37.8048323,144.9327615,10,19513.96,Spring,True,1.5314,"stop working i just bought this phone in july and it just stopped working, i'm hoping to get a replacement.",False
ORD160030,ID0703556755,2019-03-25,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",21380,64.96,-37.8068782,144.9560174,5,20375.96,Autumn,True,1.0176,worst cell i have ever had don't buy this phone. it is a piece of ... you'll regret it.,False
ORD223197,ID0667680182,2019-03-30,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Alcon 10', 1), ('Olivia x460', 2)]",16000,78.06,-37.81322,144.97127880000005,15,13678.06,Autumn,True,0.6173,work good work good,True
ORD026955,ID0578070441,2019-11-21,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2)]",5180,105.75,-37.8225862,144.94021930000005,10,4767.75,Spring,True,1.2572,buy it nice purchase,True
ORD383410,ID0247417836,2019-03-04,Nickolson,"[('Olivia x460', 1), ('Alcon 10', 1), ('pearTV', 1), ('iStream', 1)]",16635,75.87,-37.8181955,144.9689649,10,15047.37,Autumn,True,0.0681,"purchasaing the phone at this point in time i am still learning to use it. this is my first smart phone. as for as the transaction in purchasing the phone, it was superb",True
ORD483044,ID0561538867,2019-07-06,Bakers,"[('pearTV', 2), ('Lucent 330S', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",22620,53.51,-37.8010658,145.00497990000005,0,22673.51,Winter,False,1.3127,?? been having battery problem a month after purchase and still do,False
ORD305715,ID3419354761,2019-03-30,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",18165,66.07,-37.8092574,144.9721461,15,15506.32,Autumn,False,1.0642,great phone!!!! no problems out of the phone at all.,True
ORD285901,ID0207085315,2019-07-04,Bakers,"[('pearTV', 2), ('Universe Note', 1)]",16070,68.25,-37.8151473,145.0143033,25,12120.75,Winter,False,1.7725,"great buy great buy. feel of phone is great. comes unlocked, touch and fingerprint sensor responses are great.",True
ORD240371,ID6167191686,2019-10-28,Thompson,"[('iStream', 2), ('iAssist Line', 2), ('Candle Inferno', 1)]",5180,102.52,-37.8190188,144.9539293,5,5023.52,Spring,True,0.9289,i love it the coolest thing since sliced bread,True
ORD492739,ID0778942036,2019-08-03,Bakers,"[('Thunder line', 2), ('iAssist Line', 2), ('pearTV', 2)]",21430,68.06,-37.8168985,145.0141518,0,21498.06,Winter,True,1.8327,"it does not work correctly loses the signal and turns off alone, so you can not use the phone, i do not recommend",False
ORD007757,ID1463620721,2019-07-13,Bakers,"[('pearTV', 1), ('Alcon 10', 2), ('Lucent 330S', 1)]",25440,66.41,-37.8165198,145.0049966,10,22962.41,Winter,False,1.1246,"five stars this is the best smart phone, i'm very happy with it.",True
ORD364185,ID5556316762,2019-11-08,Thompson,"[('iStream', 2), ('Alcon 10', 2), ('pearTV', 1)]",24510,81.99,-37.8029372,144.9355722,0,24591.99,Spring,False,1.4822,very good value no fingerprint reader,True
ORD286388,ID0589419728,2019-04-24,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 2), ('iStream', 1), ('Toshika 750', 2)]",13430,51.08,-37.8094949,144.9726843,5,12809.58,Autumn,False,1.0498,"not worth the trouble phone freezes all the time, screen goes black and is unresponsive to anything other than a soft restart. i can't go more than an hour without a freeze. also the charger came broken.",False
ORD023955,ID0041666062,2019-12-11,Thompson,"[('Olivia x460', 1), ('Toshika 750', 2), ('pearTV', 1), ('Alcon 10', 1)]",25125,84.5,-37.8077748,144.93329450000004,15,21440.75,Summer,True,1.3285,to change the phone from one network to others hard to change from 2g-3g-4g,False
ORD028534,ID3215191972,2019-11-23,Thompson,"[('iStream', 2), ('iAssist Line', 1)]",2525,77.41,-37.8075319,144.9555885,25,1971.16,Spring,False,0.9428,five stars one of the best phones of 2017.,True
ORD476174,ID0589702568,2019-05-12,Thompson,"[('iStream', 2), ('Lucent 330S', 2)]",2760,51.43,-37.82102329999999,144.955056,25,2121.43,Autumn,False,1.165,"very disappointed disappointed, my teenage son saved up and bought this phone for himself, he got the active thinking it would be more durable and in 3 weeks the screen cracked from carrying it on his front pocket. he had an s3 for over 4 years and was excited about his upgrade now it is going to cost almost as much to fix it as he paid for it 😔",False
ORD174907,ID2941600080,2019-06-13,Nickolson,"[('iStream', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Toshika 750', 1)]",13830,74.45,-37.8223921,144.9701332,25,10446.95,Winter,True,0.4258,good good product,True
ORD235540,ID0992496487,2019-04-06,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 1), ('Thunder line', 1)]",24400,78.53,-37.8232215,144.97042549999995,5,23258.53,Autumn,True,0.5207,good phone the phone is great works perfect with cricket,True
ORD397191,ID2266563639,2019-04-27,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('Thunder line', 1)]",9940,64.95,-37.8088633,144.9536876,25,7519.95,Autumn,False,0.7202,five stars one of the best phones ever and highest customer service that i have received. thank you!,True
ORD106278,ID6097143764,2019-10-11,Bakers,"[('Toshika 750', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",10295,102.23,-37.8031671,145.00420369999995,10,9367.73,Spring,True,1.0957,"so far so good i just got this phone 3 days ago, and so far i love it.. it has a amazingly clear camara, great signal,ect.",True
ORD219832,ID0477075431,2019-07-24,Nickolson,"[('iAssist Line', 1), ('iStream', 1), ('Olivia x460', 1)]",3600,41.38,-37.8028102,144.96643480000003,15,3101.38,Winter,True,1.7784,"good battery life it was hard to get used to after having olivia phones, but the battery life is great. hopefully it lasts a long time so i don't have to buy a new phone. the picture quality is good. i am s senior, so for my use it is good!",True
ORD457761,ID0176736454,2019-12-22,Nickolson,"[('iStream', 1), ('Olivia x460', 1)]",1375,90.36,-37.8139229,144.968028,25,1121.61,Summer,True,0.5371,great it's great,True
ORD015883,ID0711333487,2019-12-01,Thompson,"[('Thunder line', 1), ('pearTV', 1)]",8490,77.27,-37.8063483,144.95714109999997,5,8142.77,Summer,False,1.1315,good deal great phone especially for the price. only bad thing the battery drains really quick.,True
ORD455131,ID0224738452,2019-05-25,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2), ('pearTV', 2), ('Olivia x460', 2)]",35195,64.62,-37.8047091,144.9893648,25,26460.87,Autumn,False,0.7827,"great phone great phone at a great price for $499, love the camera mod and wireless battery 😀",True
ORD236645,ID0595594347,2019-02-01,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 1)]",4790,95.43,-37.8101376,144.9697646,5,4645.93,Summer,True,0.9416,small but beautifull working fine,True
ORD096406,ID0387152992,2019-12-31,Thompson,"[('iAssist Line', 1), ('Universe Note', 2)]",9125,78.83,-37.8054726,144.94855869999995,25,6922.58,Summer,True,0.8122,"one star i had a problem in one week, and can't exchange!",False
ORD104453,ID1463620940,2019-11-06,Bakers,"[('Thunder line', 1), ('Alcon 10', 2)]",20080,88.61,-37.8165434,145.0057526,5,19164.61,Spring,True,1.1778,"bad purchase it has problems with the headset, you can not hear well. don’t by renew, the charger wasn’t original.",False
ORD413354,ID3130995622,2019-06-15,Bakers,"[('pearTV', 2), ('Olivia x460', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",16930,51.81,-37.8119227,145.00999299999995,5,16135.31,Winter,False,1.3157,"no es un factory unlock diseño hermoso, pero no es international version, es un att phone, no trabaja con todas las bandas",False
ORD395137,ID5864704367,2019-09-12,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Lucent 330S', 1)]",17080,103.28,-37.802443200000006,144.9915219,0,17183.28,Spring,True,0.9019,"its okay. does not have as many screens as my original note 3, which has 7 windows. this one only has 5",True
ORD074162,ID4927643637,2019-03-17,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,66.14,-37.8054411,144.9333019,15,11192.64,Autumn,True,1.454,is overseas phone no usa phone the item i took to olivia store is overseas item any problem is no guarantee in united states,False
ORD333839,ID6167236671,2019-10-20,Nickolson,"[('Thunder line', 2), ('Lucent 330S', 2)]",6820,101.45,-37.80928970000001,144.972042,0,6921.45,Spring,True,1.0587,good phone looks amazing has good hardware its a no brainer buy it. only works on the tmoble or atandt network,True
ORD273054,ID4716795166,2019-02-06,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('pearTV', 1), ('Thunder line', 2)]",13325,73.79,-37.81883079999999,144.9533814,0,13398.79,Summer,False,0.882,"almost perfect, but quite ok at 450$ el altavoz principal, suena bien, pero tiene un ruido un poco molesto cuando el volumen está alto, fuera de allí, estéticamente es un 10. y el resto igual.",True
ORD405488,ID3862791979,2019-10-15,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 2)]",18760,78.5,-37.8116974,144.9832675,5,17900.5,Spring,False,1.0691,four stars excellent phone but the cable does not last.. a better cable would gave been nice,True
ORD330568,ID2472999998,2019-06-29,Bakers,"[('Thunder line', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",11680,79.28,-37.8040362,145.0063314,0,11759.28,Winter,True,1.1803,excellent phone everything was as expected,True
ORD444580,ID3146808095,2019-05-05,Bakers,"[('Universe Note', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",16765,79.98,-37.8104918,144.98501919999995,5,16006.73,Autumn,True,0.8999,perfect!! needed a basic phone with no camera! perfect!!,True
ORD214683,ID1132014825,2019-10-10,Thompson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Alcon 10', 1)]",20040,75.12,-37.8178533,144.9461445,5,19113.12,Spring,False,0.5823,"can’t get the shutter sound to mute on camera. so far so good with the alcon. the condition was good, working good so far. only issue is that it must’ve been from japan or china since we can’t get the shutter sound off on the camera. other than that it’s been a couple days and no issues.",True
ORD319342,ID0233274978,2019-03-30,Bakers,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('Olivia x460', 2)]",28480,68.5,-37.8001375,144.9761669,0,28548.5,Autumn,False,2.004,cool device well i must say it cool for the amount bought,True
ORD178698,ID2481930895,2019-01-02,Bakers,"[('Candle Inferno', 2), ('Alcon 10', 1), ('iStream', 1), ('Lucent 330S', 1)]",11190,84.83,-37.8211071,145.0135735,5,10715.33,Summer,False,2.0326,amazing deal. i couldn’t tell that it was refurbished. it looked brand new and came with a pre installed glass screen protector. battery was at 90% overall i’m super happy and satisfied with this purchase,True
ORD497300,ID6167417950,2019-07-13,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 2)]",17590,62.0,-37.8141109,144.96326619999996,0,17652.0,Winter,True,0.7447,didnt like anything sorry not worth a penny that phone. olivia and olivia again. slow bad camera bad video very small,False
