order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD001027,ID0585436561,2019-01-18,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 1)]",6780.0,76.48,-37.8054436,144.9836077,0,6856.48,Summer,False,1.1411,purchased this for my 80 year old mother in law to replace her old cracked screen one. everything was perfect easy to use and set up. she has zero problems using this for online and reading books.,1.0
ORD055493,ID0846545708,2019-07-23,Nickolson,"[('iStream', 2), ('Alcon 10', 1), ('Toshika 750', 2), ('Lucent 330S', 1)]",19120.0,62.36,-37.818553,144.96789219999997,25,14402.36,Winter,False,0.1459,"excellent !!!! bought the phone for my daughter.... recvd the phone on time, and very happy with the product.... will be ordering again ....",1.0
ORD431692,ID0575386501,2019-04-21,Nickolson,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330.0,68.2,-37.8199355,144.9844445,5,7031.7,Autumn,False,1.3167,♡♡♡ great phone and easy set up with metropcs!,1.0
ORD142662,ID0575374795,2019-02-25,Nickolson,"[('pearTV', 2), ('Alcon 10', 1), ('Toshika 750', 2)]",30210.0,96.47,-37.8193867,144.9839013,5,28795.97,Summer,True,1.265,i like the looks better than the original thunder.  i moved my old thunder to the basement family room. nice sound.,1.0
ORD183310,ID2291074004,2019-01-29,Thompson,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910.0,89.15,-37.8129131,144.95268869999995,25,4521.65,Summer,True,0.4949,"kid friendly this is a great phone for my kids!! easy to use, battery has a decent life.",1.0
ORD081046,ID6167265871,2019-07-30,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760.0,62.35,-37.8153924,144.9666436,0,18822.35,Winter,False,0.4387,muy bueno lo recomiendo todo ok 👍lo compre para usarlo en venezuela y corre bien con digitel,1.0
ORD029534,ID0575434371,2019-04-26,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Toshika 750', 1)]",12220.0,66.59,-37.8207565,144.98482130000005,0,12286.59,Autumn,True,1.3642,two stars keeps dropping signal.,0.0
ORD481621,ID0131247404,2019-06-08,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('Candle Inferno', 1)]",9220.0,79.32,-37.8142123,144.9612641,25,6994.32,Winter,True,0.877,very satisfied with the thunder. iassist now controls the lights in my family room and my wife can listen to jimmy buffet by just asking iassist.,1.0
ORD318893,ID4889398644,2019-06-14,Thompson,"[('Universe Note', 1), ('pearTV', 2)]",16070.0,71.36,-37.7999051,144.9347448,0,16141.36,Winter,False,1.7874,as good as new pleasantly surprised with quality,1.0
ORD179399,ID4973179167,2019-08-18,Thompson,"[('Olivia x460', 1), ('pearTV', 1), ('iAssist Line', 2)]",11985.0,68.81,-37.8051813,144.9614811,15,10256.06,Winter,False,1.5156,"great purchase excellent productivity phone. with the big screen and multiple windows i can get a ton of things done. the s pen is the perfect companion for work, really useful and full of tricks.",1.0
ORD266887,ID0594206690,2019-06-15,Nickolson,"[('Universe Note', 1), ('Olivia x460', 2)]",5900.0,65.24,-37.8160918,144.96499409999996,5,5670.24,Winter,False,0.4881,five stars very happy with my new phone.,1.0
ORD285204,ID0060096790,2019-02-11,Bakers,"[('Thunder line', 2), ('Alcon 10', 2)]",22260.0,81.61,-37.81913220000001,144.9868121,15,19002.61,Summer,True,1.258,save yourself the headaches on 3rd.soon to be 4th. all internal software issues. now charging port is failing. worst smartphone i ever owned.,0.0
ORD221286,ID0709976860,2019-02-04,Thompson,"[('Olivia x460', 2), ('Lucent 330S', 2), ('iStream', 2)]",5210.0,60.62,-37.8148102,144.935247,15,4489.12,Summer,False,1.0665,"came with scuffed up and scratched screen advertisement said completely new screen and no cosmetic defects, but screen is scratched, and i'll have to return this phone. this is extremely inconvenient as i have no phone without this.",0.0
ORD114713,ID2173290777,2019-04-12,Nickolson,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,61.18,-37.8222822,144.9609429,5,8411.68,Autumn,True,0.8611,beware the wi-fi don't work,0.0
ORD476330,ID3729981790,2019-10-13,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('Candle Inferno', 1)]",10190.0,79.13,-37.8243909,144.9829901,5,9759.63,Spring,False,1.3464,"a nice choice for the price a very good quality cellphone, battery that last long and not slow speed. nice camera, would buy again a xiaomi.",1.0
ORD304839,ID0708721952,2019-12-25,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",15720.0,61.84,-37.8078288,144.9577575,0,15781.84,Summer,False,1.0837,want my money back there are several things wrong with the phone. cannot hear the person talking unless you have it on the speakerphone. when playing my itunes music. volume does not work. want to return phone.,0.0
ORD253899,ID0301544536,2019-02-06,Thompson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('iStream', 2)]",19060.0,71.16,-37.8199086,144.9507783,0,19131.16,Summer,False,0.869,four stars wat its include on pre payd the plan ??? how much minutes and messaje and everything plz,1.0
ORD442738,ID0440051942,2019-11-11,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1), ('Toshika 750', 2), ('iStream', 2)]",16270.0,104.21,-37.8208406,144.9941675,10,14747.21,Spring,True,1.2108,new phone i love this phone.. wasn't sure at first but the more i used it the better it got. very happy,1.0
ORD454792,ID5058108330,2019-03-08,Nickolson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('pearTV', 1)]",8965.0,60.96,-37.8231894,144.9676871,5,8577.71,Autumn,True,0.5371,"false advertisment this phone don't work with my phone service, waste of time.",0.0
ORD428231,ID4520380478,2019-02-26,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Thunder line', 1)]",28720.0,72.7,-37.8197989,144.9612984,5,27356.7,Summer,False,0.738,"good phone for daily use i would definitely buy again. simply to use, perfect size. sound is good for music and takes good pictures",1.0
ORD121170,ID4421481842,2019-04-28,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Olivia x460', 1)]",15075.0,54.15,-37.8033329,144.9703395,5,14375.4,Autumn,False,1.6985,do not buy!!! no bueno. completely failed all expectations. phone received was filthy and not functioning properly. too out of date to receive updates. horrible. waste of money.,0.0
ORD136124,ID5290713856,2019-09-06,Bakers,"[('pearTV', 2), ('Toshika 750', 1), ('iStream', 2)]",13006.959999999988,76.96,-37.8093501,144.98651,25,9832.18,Spring,False,0.7704,"phone is so onpoint, save me some cash i love the love already. i got it earlier than expected",1.0
ORD180654,ID1449431554,2019-03-25,Nickolson,"[('Universe Note', 1), ('pearTV', 2), ('Olivia x460', 2)]",18520.0,79.28,-37.8134711,144.97373430000005,0,18599.28,Autumn,True,0.6787,"overall a good phone had to switch from windows phone eventually, this is a good quality phone at a reasonable price for a smooth transition.",1.0
ORD000762,ID2174963245,2019-06-17,Thompson,"[('Olivia x460', 1), ('pearTV', 1), ('iAssist Line', 2)]",11985.0,74.69,-37.8170198,144.95330669999996,15,10261.94,Winter,True,0.7315,"good picture, works well, great variety of apps. keep in mind that you get apps from digico, not google play, so they aren't always the same or same price",1.0
ORD124451,ID0247298489,2019-03-12,Thompson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Candle Inferno', 2)]",19985.0,68.69,-37.799473,144.96106,25,15057.44,Autumn,True,1.9166,one star horrible,0.0
ORD057389,ID0145235445,2019-06-06,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",23575.0,63.75,-37.8171578,144.9593038,0,23638.75,Winter,True,0.9152,"battery problems battery dies very quickly, looking for them too send me a replacement phone.",0.0
ORD315104,ID0253027681,2019-05-20,Thompson,"[('Toshika 750', 1), ('Universe Note', 1), ('pearTV', 2), ('Alcon 10', 2)]",38290.0,63.84,-37.8163438,144.94261980000005,25,28781.34,Autumn,False,0.5657,"great phone! i am very happy with the efficient great phone! i am very happy with the efficient, fast performance. beautiful camera, nice screen. i am very pleased with this phone.",1.0
ORD356592,ID0655124619,2019-10-20,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('iAssist Line', 2), ('Lucent 330S', 2)]",22760.0,76.22,-37.8064433,144.941667,5,21698.22,Spring,False,0.8397,"mine is locked to at&t the phone is fantastic it's almost exactly what i wanted, the only thing wrong with it is that it's locked to at&t",1.0
ORD178942,ID0282854607,2019-06-05,Bakers,"[('Toshika 750', 2), ('iStream', 1)]",8790.0,69.88,-37.802871,145.01663330000005,10,7980.88,Winter,True,2.0425,"one star no good, can't delete two or more text messages at a time. worst phone.",0.0
ORD132196,ID3215192018,2019-11-12,Thompson,"[('Universe Note', 1), ('Alcon 10', 2), ('Olivia x460', 2)]",23800.0,99.14,-37.8083395,144.94903440000004,10,21519.14,Spring,True,0.5124,good phone olivia always is a good phone. is the perfect gift,1.0
ORD020928,ID0373645935,2019-10-28,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Alcon 10', 1), ('iStream', 1)]",16958.309999999998,67.31,-37.8088511,144.9289451,5,16177.7,Spring,False,1.6497,i am not really happy whit the alcon the camera came whit defect,0.0
ORD344121,ID0767748406,2019-07-18,Nickolson,"[('Universe Note', 2), ('Olivia x460', 2)]",9350.0,56.72,-37.80107720000001,144.97231010000004,25,7069.35,Winter,False,1.9651,q no lo e usado i se bloqueo como puedo desbloquearlo el celu a los dos días se m bloqueó,0.0
ORD390639,ID0207085518,2019-01-07,Bakers,"[('Candle Inferno', 1), ('Alcon 10', 2), ('Lucent 330S', 1), ('iAssist Line', 2)]",24010.0,80.11,-37.81068120000001,145.0122031,10,21689.11,Summer,False,1.4945,great phone sold working phone. for our area this is a basis phone and does text and pics great too. i recommend.,1.0
ORD369405,ID0349920103,2019-11-29,Bakers,"[('Candle Inferno', 1), ('Thunder line', 1)]",2610.0,79.18,-37.81804810000001,145.0038283,10,2428.18,Spring,False,1.1726,"highly recommend phone in like new condition, i could not tell that it had been used prior to my purchase. came all items it would come with as if i bought it from at&t. 6/5 stars highly recommend!!",1.0
ORD121942,ID0767592197,2019-08-31,Nickolson,"[('pearTV', 1), ('iStream', 1), ('iAssist Line', 2)]",10910.0,64.6,-37.8081019,144.973149,25,8247.1,Winter,True,1.2102,one star phone would randomly shut off. got refunded!,0.0
ORD231834,ID0372992239,2019-09-14,Bakers,"[('Thunder line', 1), ('pearTV', 1)]",8490.0,82.87,-37.8076088,144.9797887,5,8148.37,Spring,False,1.384,awesome!!! got it yesterday from best buy and it's a great phone. the picture and video quality is awesome and it's very fast. i have nothing negative to say about it so far.,1.0
ORD285661,ID1457641746,2019-06-21,Thompson,"[('Thunder line', 1), ('iStream', 2), ('Universe Note', 1), ('Toshika 750', 1)]",10250.0,76.7,-37.8171951,144.95244499999995,25,7764.2,Winter,True,0.6906,happy with new phones good service phones arrived in good time,1.0
ORD104645,ID2277912699,2019-04-14,Thompson,"[('pearTV', 2), ('iStream', 1), ('Toshika 750', 2)]",21410.0,80.79,-37.8230126,144.94202230000005,15,18280.05,Autumn,True,1.2335,"great glad i went this way. saved money, not under contract and have full t-mobile support and service. works perfectly, new and clean esn. get full 4g support which is unavailable from t-mobile with unlocked non-t-mobile phones. wish i could have found a t-mobile mini version.",1.0
ORD375741,ID2457712020,2019-12-10,Bakers,"[('Lucent 330S', 1), ('pearTV', 2), ('iStream', 2)]",14150.0,81.75,-37.803343100000006,144.9783502,15,12109.25,Summer,False,1.6592,nic nice,1.0
ORD396109,ID3161949478,2019-12-28,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",37300.0,94.6,-37.8087451,144.95576430000003,15,31799.6,Summer,True,0.8809,great looking it was for my mom who lost her note 6 and wanted something similar!! she says she loves it and it’s like brand new,1.0
ORD442297,ID2789606893,2019-03-11,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",24620.0,54.01,-37.8027455,144.983113,10,22212.01,Autumn,False,1.337,"wrong model sent im sorry but the item i recieved was not the exact model. instead it is ""xperia x compact"".",0.0
ORD437124,ID6167440960,2019-11-20,Nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",5635.0,83.37,-37.8159722,144.9636147,5,5436.62,Spring,True,0.5981,one star mine came locked to att also completelystopped working within a few days of normal damage,0.0
ORD230156,ID3106293382,2019-03-24,Thompson,"[('iStream', 1), ('Olivia x460', 2), ('Lucent 330S', 1)]",3830.0,83.62,-37.8066267,144.9323806,10,3530.62,Autumn,True,1.4566,nice very good,1.0
ORD489538,ID2140984929,2019-04-09,Thompson,"[('Candle Inferno', 1), ('Thunder line', 2), ('iAssist Line', 1)]",7015.0,65.87,-37.8048464,144.9400309,5,6730.12,Autumn,True,1.0687,buyer beware. defective phones and they charge restocking fees when you return it bought this phone and it had audio issues. after going through google support discovered it is a hardware defective phone. sent it back and they charged me a restocking fee of 25%. what a scam. do not buy unless you want to loose $50 of your money and all your time.,0.0
ORD168479,ID3260985583,2019-06-08,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Thunder line', 1)]",11540.0,81.34,-37.7994758,144.9368155,10,10467.34,Winter,True,1.7238,great phone for a great price great phone for a great price! it has expandable memory that made transferring data from my old phone a breeze. only thing i wish it had was an led light that flashed for notifications.,1.0
ORD381085,ID1492410186,2019-06-14,Nickolson,"[('iAssist Line', 1), ('pearTV', 1), ('Alcon 10', 1)]",17485.0,54.88,-37.8046228,144.9633154,10,15791.38,Winter,False,1.6492,piece of crap phone my wife is on her 2nd one. the only time she receives texts or data info is when she's on wifi otherwise nothing and it all comes at once when it gets wifi. both phones have done the same thing and has been a big hassel trying to get something not a j3 refine...don't buy this phone!,0.0
ORD227160,ID4520380494,2019-12-11,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 2), ('Thunder line', 2)]",13430.0,77.21,-37.8086109,144.955484,10,12164.21,Summer,True,0.8663,fatal error message - common issues. started out as a decent phone. bought this back in february of 2019. recently started getting a fatal error message and can no longer turn on the phone. according to forums - this model has random issues like this especially they fatal error message that make the phone useless.,0.0
ORD222533,ID0095558204,2019-04-03,Thompson,"[('pearTV', 1), ('Universe Note', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",16580.0,84.45,-37.7991013,144.9334861,10,15006.45,Autumn,True,1.926,"100% positive feedback phone is basically new, everything works, no scratches or anything, fast delivery. very satisfied !!",1.0
ORD205232,ID0589402311,2019-10-30,Nickolson,"[('iStream', 1), ('pearTV', 1), ('Toshika 750', 1), ('Alcon 10', 2)]",28680.0,75.04,-37.810034,144.9697155,15,24453.04,Spring,False,0.9531,"so we got him this one and it works great. my son shattered his first phone, so we got him this one and it works great.",1.0
ORD498744,ID2279006915,2019-07-30,Thompson,"[('iAssist Line', 2), ('pearTV', 2)]",17070.0,50.98,-37.8159547,144.95750959999995,10,15413.98,Winter,False,0.9871,i need it to unlock this phone is asking me for the network code and i buy a unlocked phone but it's not unlocked i can't use it,0.0
ORD013603,ID1964021897,2019-08-14,Nickolson,"[('iStream', 1), ('Thunder line', 1)]",2330.0,60.47,-37.8184535,144.9676462,0,2390.47,Winter,False,0.1682,a reliable phone i got this phone because it was recommended to my by people who had already owned it. it has a good amount of memory and it's easy to use.,1.0
ORD152902,ID6167489489,2019-03-25,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",20360.0,65.76,-37.8179571,144.9618977,25,15335.76,Autumn,False,0.6767,five stars love phone,1.0
ORD200425,ID1277988762,2019-11-21,Bakers,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Thunder line', 1), ('pearTV', 2)]",19680.0,106.33,-37.81260570000001,145.01101430000003,15,16836.64,Spring,True,1.418,windows phone the xp lumia 928 works great. the bad thing is most apps that i use are not compatible for this type of phone.,1.0
ORD158098,ID0579401854,2019-04-14,Nickolson,"[('iStream', 2), ('Thunder line', 2), ('Candle Inferno', 1)]",5090.0,64.49,-37.819294,144.9744131,15,4390.99,Autumn,False,0.4346,five stars came to my house like new.,1.0
ORD002070,ID0031477169,2019-10-01,Bakers,"[('Universe Note', 2), ('Toshika 750', 1), ('Lucent 330S', 2), ('Alcon 10', 2)]",31580.0,84.16,-37.7989598,144.9842738,0,31664.16,Spring,False,1.5615,great product. device performed as described. great reviews.,1.0
ORD476912,ID0746912616,2019-11-05,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1), ('Olivia x460', 2)]",13625.0,92.09,-37.82504960000001,144.9847144,5,13035.84,Spring,True,1.5146,terrible i was given the wrong color and the wrong carrier. it said it was unlocked for verizon. but ended but being locked with at&t.,0.0
ORD088230,ID0127715043,2019-07-24,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1)]",3040.0,68.31,-37.79997589999999,145.00857340000005,0,3108.31,Winter,False,1.619,great phone love it,1.0
ORD020738,ID1982439988,2019-09-22,Bakers,"[('iAssist Line', 2), ('iStream', 1), ('Lucent 330S', 1)]",5830.0,89.61,-37.8151528,145.0060579,5,5628.11,Spring,True,1.1117,"wont activate came and had scratches on the back. went to go get it activated and it wouldnt work. i either need a refund or a new phone, im really disappointed with my purchase. do not recommend",0.0
ORD234120,ID0767733192,2019-12-10,Nickolson,"[('pearTV', 1), ('iStream', 2), ('Toshika 750', 2), ('Alcon 10', 1)]",24200.0,101.16,-37.8042104,144.9717005,10,21881.16,Summer,True,1.6124,"budget masta. very cool phone for the money. i'd say if you're considering it, you should act and just buy it. battery life is second to none, ui is snappy and responsive even with multiple apps open. has flagship features for a budget price.",1.0
ORD216375,ID0259616712,2019-02-07,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2)]",5590.0,89.62,-37.8141486,144.9547542,15,4841.12,Summer,True,0.6955,"satisfecha 😊 satisfecha con la compra , mi mamá está feliz con su regalo 😊 hasta el momento no ha presentado alguna falla",1.0
ORD147000,ID1492416091,2019-09-23,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Toshika 750', 2)]",27770.0,92.4,-37.8023566,144.9577629,25,20919.9,Spring,True,1.4844,don’t say it is unlocked when is not it was lock even though i bought it unlocked,0.0
ORD408807,ID0579510203,2019-04-08,Thompson,"[('Alcon 10', 2), ('iAssist Line', 1), ('Universe Note', 2), ('Olivia x460', 1)]",28250.0,62.21,-37.8137654,144.94806730000005,25,21249.71,Autumn,True,0.15,st after a month and a week the phone stopped working . very disappointed,0.0
ORD170046,ID1833121231,2019-12-25,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2)]",8770.0,76.44,-37.8008878,144.9491954,15,7530.94,Summer,False,1.3252,great phone great phone. arrive as described. easy to handle and use.,1.0
ORD081602,ID0298046599,2019-09-30,Nickolson,"[('iStream', 2), ('Toshika 750', 2)]",8940.0,97.9,-37.8208075,144.9666369,10,8143.9,Spring,True,0.3554,excelente calidad de producto es un producto de excelente calidad super recomendable,1.0
ORD290770,ID2774214269,2019-04-26,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1), ('pearTV', 2)]",23750.0,63.83,-37.81716220000001,144.96820580000005,15,20251.33,Autumn,False,0.1986,excellent resource for children video streaming by wifi using mobile hotspot with kids.,1.0
ORD197052,ID0746912622,2019-12-14,Nickolson,"[('iStream', 1), ('Toshika 750', 2)]",8790.0,98.93,-37.82528789999999,144.9846769,25,6691.43,Summer,True,1.5245,super phone! it is very sturdy super phone! it is very sturdy.,1.0
ORD023509,ID5457962366,2019-01-29,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('iStream', 1)]",9220.0,96.31,-37.8224787,144.93997819999996,10,8394.31,Summer,True,1.2571,loaded the speedtalk mobile sim card and everything worked! woo hoo! worked great on speedtalk mobile. nice phone with a great screen. loaded the speedtalk mobile sim card and everything worked! woo hoo!,1.0
ORD015613,ID0128874949,2019-09-26,Bakers,"[('pearTV', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",11060.0,62.56,-37.800751700000006,145.00220009999995,5,10569.56,Spring,False,1.1977,"hi, i bought this phone in june2017 and i ... hi, i bought this phone in june2017 and i have problem to use with a sim card in venezuela and now in argentina with claro. the phone isn't unlocked or it have a problem with the sistem.",0.0
ORD361985,ID0611991917,2019-11-02,Thompson,"[('iAssist Line', 1), ('Thunder line', 1)]",4405.0,105.22,-37.8025333,144.954166,0,4510.22,Spring,True,1.2898,four stars great phone for the price.,1.0
ORD105440,ID0777778824,2019-05-01,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",31215.0,79.25,-37.8047494,144.949398,25,23490.5,Autumn,True,0.9055,"otherwise nice simple phone have trouble getting a signal in the house, have to go out on porch. someone said if you have metal in house could be the cause. otherwise nice simple phone, good for the older folks who don't need a alcon.",1.0
ORD455277,ID2325395488,2019-09-26,Thompson,"[('Olivia x460', 1), ('iStream', 2)]",1525.0,105.11,-37.8083042,144.96007959999997,10,1477.61,Spring,True,1.2433,"four stars the phone is good, not as good as i imagined, but it works fine.",1.0
ORD191567,ID4283908179,2019-02-11,Bakers,"[('Candle Inferno', 1), ('Olivia x460', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",12520.0,96.75,-37.8113336,145.0086784,15,10737.39,Summer,True,1.1919,i was a little nervous when i received my new thunder as i'm not really tech savvy. i found it a bit intimidating at first but it didn't take me to long to figure it out!! i'm very happy with my purchase and now thinking of adding an thunder spot!!!,1.0
